num_qubits,6
Number(N),33
a,13
start_time,02:50:36
end_time,03:49:41
duration,0:59:04.776744
result_factors,"[[3, 11]]"
prob_success,13.37890625
prob_failure,86.62109375
total_counts,842
result_successful_counts,90
result_failure_counts,752
circuit_width,38
circuit_depth,15
circuit_size,38
circuit_num_nonlocal_gates,13
circuit_num_ancillas,0
circuit_num_clbits,12
circuit_num_qubits,26
circuit_num_of_count_ops,16
circuit_num_of_x,1
circuit_num_of_measure,12
circuit_num_of_h,12
circuit_num_of_cswap,
circuit_num_of_swap,
circuit_num_of_cx,
circuit_num_of_toffoli,
circuit_num_of_p,
circuit_num_of_t,
circuit_decomposed_width,38
circuit_decomposed_depth,288
circuit_decomposed_size,373
circuit_decomposed_num_nonlocal_gates,336
circuit_decomposed_num_ancillas,0
circuit_decomposed_num_clbits,12
circuit_decomposed_num_qubits,26
circuit_decomposed_num_of_count_ops,153
circuit_decomposed_num_of_x,
circuit_decomposed_num_of_measure,12
circuit_decomposed_num_of_h,12
circuit_decomposed_num_of_cswap,72
circuit_decomposed_num_of_swap,6
circuit_decomposed_num_of_cx,
circuit_decomposed_num_of_toffoli,
circuit_decomposed_num_of_p,
circuit_decomposed_num_of_t,
qc_compiled_width,38
qc_compiled_depth,20282
qc_compiled_size,36551
qc_compiled_num_nonlocal_gates,29898
qc_compiled_num_ancillas,0
qc_compiled_num_clbits,12
qc_compiled_num_qubits,26
qc_compiled_num_of_count_ops,11
qc_compiled_num_of_x,289
qc_compiled_num_of_measure,12
qc_compiled_num_of_h,3782
qc_compiled_num_of_cswap,
qc_compiled_num_of_swap,1878
qc_compiled_num_of_cx,5778
qc_compiled_num_of_toffoli,
qc_compiled_num_of_p,1922
qc_compiled_num_of_t,144
