num_qubits,5
Number(N),21
a,13
start_time,00:07:53
end_time,00:50:12
duration,0:42:19.017659
result_factors,"[[3, 7]]"
prob_success,48.046875
prob_failure,51.953125
total_counts,447
result_successful_counts,207
result_failure_counts,240
circuit_width,24
circuit_depth,15965
circuit_size,24003
circuit_num_nonlocal_gates,16450
circuit_num_ancillas,0
circuit_num_clbits,11
circuit_num_qubits,13
circuit_num_of_count_ops,7
circuit_num_of_x,211
circuit_num_of_measure,2046
circuit_num_of_h,3673
circuit_num_of_cswap,50
circuit_num_of_swap,
circuit_num_of_cx,3800
circuit_num_of_toffoli,
circuit_num_of_p,
circuit_num_of_t,
circuit_decomposed_width,24
circuit_decomposed_depth,38448
circuit_decomposed_size,74503
circuit_decomposed_num_nonlocal_gates,29150
circuit_decomposed_num_ancillas,0
circuit_decomposed_num_clbits,11
circuit_decomposed_num_qubits,13
circuit_decomposed_num_of_count_ops,6
circuit_decomposed_num_of_x,
circuit_decomposed_num_of_measure,2046
circuit_decomposed_num_of_h,
circuit_decomposed_num_of_cswap,
circuit_decomposed_num_of_swap,
circuit_decomposed_num_of_cx,29100
circuit_decomposed_num_of_toffoli,
circuit_decomposed_num_of_p,
circuit_decomposed_num_of_t,
qc_compiled_width,24
qc_compiled_depth,14976
qc_compiled_size,23205
qc_compiled_num_nonlocal_gates,15684
qc_compiled_num_ancillas,0
qc_compiled_num_clbits,11
qc_compiled_num_qubits,13
qc_compiled_num_of_count_ops,9
qc_compiled_num_of_x,11
qc_compiled_num_of_measure,2046
qc_compiled_num_of_h,3349
qc_compiled_num_of_cswap,
qc_compiled_num_of_swap,
qc_compiled_num_of_cx,3084
qc_compiled_num_of_toffoli,
qc_compiled_num_of_p,
qc_compiled_num_of_t,100
